date,advertiser_id,campaign_id,channel,region,impressions,clicks,spend,conversions,revenue
2024-04-06,ADV051,CMP3461,Social,North America,82738,4911,682.85,209,12359.12
2024-04-09,ADV051,CMP5181,Social,North America,149451,7304,1233.44,287,29119.48
2024-04-10,ADV051,CMP4642,Social,North America,143129,6895,1181.26,247,37312.1
2024-04-11,ADV051,CMP6778,Social,North America,145991,7063,1204.88,193,30587.64
2024-04-12,ADV051,CMP6326,Social,North America,130495,7285,1076.99,195,34274.68
2024-04-13,ADV051,CMP1100,Social,North America,87559,4274,722.63,126,13208.09
2024-04-14,ADV051,CMP2777,Social,North America,126993,5938,1048.09,165,15958.37
2024-04-15,ADV051,CMP6060,Social,North America,133605,6464,1102.65,217,31520.21
2024-04-16,ADV051,CMP5749,Social,North America,150508,7324,1242.16,243,40612.81
2024-04-18,ADV051,CMP1021,Social,North America,122178,6812,1008.35,214,29635.16
2024-04-19,ADV051,CMP5685,Social,North America,121323,5714,1001.29,196,16723.02
2024-04-20,ADV051,CMP7430,Social,North America,136688,7366,1128.1,274,31858.74
2024-04-21,ADV051,CMP6487,Social,North America,137602,7517,1135.64,303,31565.62
2024-04-22,ADV051,CMP6324,Social,North America,139601,6575,1152.14,265,9956.43
2024-04-23,ADV051,CMP5596,Social,North America,179611,8190,1482.35,281,7378.17
2024-04-24,ADV051,CMP7611,Social,North America,121191,4991,1000.21,174,22627.1
2024-04-25,ADV051,CMP1376,Social,North America,105251,5957,868.65,197,31276.64
2024-04-29,ADV051,CMP7939,Social,North America,94351,5063,778.69,148,14315.13
2024-04-30,ADV051,CMP6408,Social,North America,108698,4607,897.1,153,9331.43
2024-05-02,ADV051,CMP9374,Social,North America,129521,6734,1068.95,281,30653.94
2024-05-03,ADV051,CMP7867,Social,North America,165340,9225,1364.57,307,41551.74
2024-05-04,ADV051,CMP3350,Social,North America,114236,5157,942.8,198,21866.96
2024-05-05,ADV051,CMP6786,Social,North America,140444,5829,1159.1,230,19120.87
2024-05-06,ADV051,CMP4282,Social,North America,177849,7980,1467.8,254,19534.47
2024-05-08,ADV051,CMP5513,Social,North America,124173,5873,1024.81,198,29331.29
2024-05-10,ADV051,CMP9931,Social,North America,132141,5368,1090.58,196,22645.55
2024-05-11,ADV051,CMP6203,Social,North America,110169,5331,909.24,182,19695.72
2024-05-12,ADV051,CMP9238,Social,North America,126344,5326,1042.73,182,10523.67
2024-05-16,ADV051,CMP1613,Social,North America,127840,7614,1055.08,258,33556.76
2024-05-17,ADV051,CMP8751,Social,North America,160845,9167,1327.47,317,34052.02
2024-05-18,ADV051,CMP2586,Social,North America,101763,5628,839.86,197,4829.52
2024-05-19,ADV051,CMP3880,Social,North America,105911,5700,874.1,202,11972.62
2024-05-20,ADV051,CMP6043,Social,North America,140826,4549,1162.25,147,23253.59
2024-05-21,ADV051,CMP9827,Social,North America,158288,7959,1306.37,317,31005.16
2024-05-26,ADV051,CMP6430,Social,North America,130624,6331,1078.06,198,10122.22
2024-05-27,ADV051,CMP3806,Social,North America,152971,7349,1262.49,207,18128.26
2024-05-30,ADV051,CMP6426,Social,North America,85111,4060,702.43,151,18149.24
2024-05-31,ADV051,CMP8686,Social,North America,108574,5271,896.08,172,20706.71
2024-06-01,ADV051,CMP6960,Social,North America,114500,7381,944.99,289,38192.4
2024-06-03,ADV051,CMP2729,Social,North America,100127,5648,826.36,222,22067.45
2024-06-04,ADV051,CMP6471,Social,North America,176090,8785,1453.29,334,6711.39
2024-06-06,ADV051,CMP5699,Social,North America,149578,7959,1234.49,272,40679.43
2024-06-07,ADV051,CMP1433,Social,North America,141773,6728,1170.07,264,8983.85
2024-06-08,ADV051,CMP9025,Social,North America,153919,8638,1270.31,304,40714.6
2024-06-10,ADV051,CMP6057,Social,North America,118785,5384,980.35,175,23248.91
2024-06-12,ADV051,CMP1751,Social,North America,115104,5967,949.97,225,18973.3
2024-06-16,ADV051,CMP1765,Social,North America,139882,8165,1154.46,286,31130.08
2024-06-17,ADV051,CMP6446,Social,North America,115522,4838,953.42,172,6258.4
2024-06-18,ADV051,CMP6274,Social,North America,147195,6387,1214.82,245,31987.86
2024-06-21,ADV051,CMP6361,Social,North America,180953,9225,1493.43,334,10685.74
2024-06-22,ADV051,CMP4562,Social,North America,110445,6524,911.52,230,35305.11
2024-06-24,ADV051,CMP7498,Social,North America,143341,7482,1183.01,255,7620.9
2024-06-25,ADV051,CMP7737,Social,North America,169524,7500,1399.1,322,33602.81
2024-06-26,ADV051,CMP1717,Social,North America,162344,8410,1339.84,291,45110.52
2024-06-27,ADV051,CMP6565,Social,North America,100851,4977,832.34,150,19034.06
2024-06-28,ADV051,CMP1026,Social,North America,153940,5992,1270.48,206,15393.79
2024-06-30,ADV051,CMP6944,Social,North America,173640,8762,1433.07,310,36445.99
2024-07-02,ADV051,CMP6179,Social,North America,153177,8108,1264.19,212,28167.83
2024-07-04,ADV051,CMP6540,Social,North America,147120,7026,1214.2,264,45154.08
2024-07-06,ADV051,CMP2359,Social,North America,101901,5678,841.0,173,3671.73
2024-07-07,ADV051,CMP9753,Social,North America,160183,10377,1322.01,285,29067.18
2024-07-11,ADV051,CMP7940,Social,North America,199226,11102,1644.24,323,35838.82
2024-07-13,ADV051,CMP7435,Social,North America,175150,7933,1445.53,263,34535.8
2024-07-14,ADV051,CMP1503,Social,North America,178057,8826,1469.52,246,7423.29
2024-07-16,ADV051,CMP2873,Social,North America,167507,9179,1382.46,321,14271.74
2024-07-18,ADV051,CMP5605,Social,North America,127311,5148,1050.71,213,18573.95
2024-07-19,ADV051,CMP2362,Social,North America,141458,7322,1167.47,308,35339.68
2024-07-20,ADV051,CMP4871,Social,North America,189537,9664,1564.27,386,15452.67
2024-07-21,ADV051,CMP4979,Social,North America,124937,6980,1031.12,232,19563.89
2024-07-23,ADV051,CMP2467,Social,North America,148554,8046,1226.03,242,31260.76
2024-07-24,ADV051,CMP9368,Social,North America,124426,5654,1026.9,183,18055.02
2024-07-25,ADV051,CMP6244,Social,North America,188691,9221,1557.29,285,38128.66
2024-07-26,ADV051,CMP6295,Social,North America,161051,7719,1329.17,300,43561.43
2024-07-27,ADV051,CMP6775,Social,North America,185194,9881,1528.42,299,8230.66
2024-07-28,ADV051,CMP5236,Social,North America,180387,10630,1488.75,330,57182.76
2024-07-29,ADV051,CMP3511,Social,North America,163043,7427,1345.61,282,13271.29
2024-07-30,ADV051,CMP3217,Social,North America,174382,8294,1439.19,281,20109.46
2024-07-31,ADV051,CMP1883,Social,North America,148689,8569,1227.15,335,46506.73
2024-08-01,ADV051,CMP4378,Social,North America,127004,6607,1048.18,205,6200.44
2024-08-02,ADV051,CMP5174,Social,North America,112789,6367,930.86,192,6170.79
2024-08-03,ADV051,CMP5152,Social,North America,127564,5733,1052.8,185,3804.65
2024-08-07,ADV051,CMP7231,Social,North America,120940,5771,998.13,191,23990.85
2024-08-08,ADV051,CMP2232,Social,North America,100696,5768,831.06,182,21007.1
2024-08-09,ADV051,CMP5301,Social,North America,108566,5297,896.01,172,18188.42
2024-08-11,ADV051,CMP6073,Social,North America,149542,5865,1234.18,204,20787.21
2024-08-12,ADV051,CMP8475,Social,North America,112382,4919,927.5,205,18538.02
2024-08-13,ADV051,CMP6536,Social,North America,151618,6961,1251.32,279,19454.5
2024-08-14,ADV051,CMP1112,Social,North America,165194,8249,1363.36,303,47975.43
2024-08-15,ADV051,CMP8435,Social,North America,160857,9530,1327.57,338,29397.37
2024-08-20,ADV051,CMP1874,Social,North America,143729,8344,1186.21,305,50920.82
2024-08-24,ADV051,CMP4270,Social,North America,128015,5800,1056.52,242,14428.63
2024-08-25,ADV051,CMP9044,Social,North America,129328,6790,1067.36,146,5713.51
2024-08-26,ADV051,CMP2077,Social,North America,147354,8550,1216.13,260,26617.75
2024-08-27,ADV051,CMP2030,Social,North America,132264,8303,1091.59,202,20629.55
2024-08-29,ADV051,CMP7328,Social,North America,142000,7613,1171.94,317,14828.27
2024-08-30,ADV051,CMP7685,Social,North America,148977,6796,-1229.53,240,16266.65
2024-09-01,ADV051,CMP8235,Social,North America,115782,4923,955.57,160,18847.7
2024-09-02,ADV051,CMP9570,Social,North America,103011,5275,850.16,183,4118.11
2024-09-03,ADV051,CMP1506,Social,North America,134886,7479,1113.23,283,6722.36
2024-09-05,ADV051,CMP5071,Social,North America,101699,0,839.33,185,18355.17
2024-09-07,ADV051,CMP1762,Social,North America,181321,7615,1496.46,270,28260.8
2024-09-08,ADV051,CMP3316,Social,North America,143444,7494,1183.86,253,45034.15
2024-09-09,ADV051,CMP6729,Social,North America,140615,6636,1160.51,191,10269.86
2024-09-11,ADV051,CMP3939,Social,North America,115696,7055,954.86,236,32879.97
2024-09-13,ADV051,CMP6486,Social,North America,102727,4528,847.82,138,12950.45
2024-09-16,ADV051,CMP7915,Social,North America,161928,8168,1336.41,278,19283.27
2024-09-17,ADV051,CMP7758,Social,North America,120456,6764,994.14,238,32519.97
2024-09-19,ADV051,CMP1989,Social,North America,124489,6182,1027.43,279,7353.12
2024-09-20,ADV051,CMP9557,Social,North America,142348,8170,1174.81,258,30667.82
2024-09-21,ADV051,CMP4136,Social,North America,96459,4708,796.09,148,8895.34
2024-09-22,ADV051,CMP9204,Social,North America,126595,7481,1044.8,270,35600.53
2024-09-23,ADV051,CMP8090,Social,North America,127816,5959,1054.88,213,24821.3
2024-09-24,ADV051,CMP9726,Social,North America,137757,6943,1136.92,268,6627.41
2024-09-25,ADV051,CMP3849,Social,North America,106787,5512,881.33,194,19844.74
2024-09-26,ADV051,CMP6128,Social,North America,151345,7702,1249.07,258,16435.41
2024-09-27,ADV051,CMP1073,Social,North America,124778,6613,1029.81,187,11749.5
2024-09-28,ADV051,CMP9796,Social,North America,150016,7190,1238.1,273,45971.07
2024-09-30,ADV051,CMP2301,Social,North America,119215,6457,983.9,244,40426.77
2024-10-02,ADV051,CMP1210,Social,North America,146728,7950,1210.97,272,35308.29
2024-10-03,ADV051,CMP3195,Social,North America,120664,5721,995.85,148,25565.38
2024-10-05,ADV051,CMP7481,Social,North America,115820,5739,955.88,250,27305.86
2024-10-07,ADV051,CMP7313,Social,North America,146162,6207,1206.29,180,13198.11
2024-10-08,ADV051,CMP3037,Social,North America,152482,9603,1258.45,259,44684.68
2024-10-09,ADV051,CMP5442,Social,North America,87076,4416,718.65,152,27308.84
2024-10-12,ADV051,CMP8057,Social,North America,137129,7241,1131.74,245,40445.16
2024-10-13,ADV051,CMP7718,Social,North America,121559,5950,1003.24,226,31623.18
2024-10-14,ADV051,CMP8678,Social,North America,124753,6645,1029.6,207,8694.84
2024-10-15,ADV051,CMP8873,Social,North America,116647,6032,962.7,215,12701.31
2024-10-17,ADV051,CMP7317,Social,North America,132863,5764,1096.53,166,10868.97
2024-10-18,ADV051,CMP2826,Social,North America,99816,4547,823.79,135,14629.64
2024-10-19,ADV051,CMP5487,Social,North America,89150,4588,735.77,195,8527.77
2024-10-20,ADV051,CMP9916,Social,North America,184263,9664,1520.74,349,40634.83
2024-10-21,ADV051,CMP7906,Social,North America,111297,4155,-918.55,143,8822.03
2024-10-22,ADV051,CMP5824,Social,North America,186728,9459,1541.08,414,10406.68
2024-10-24,ADV051,CMP7024,Social,North America,175956,9812,1452.19,316,52707.42
2024-10-28,ADV051,CMP8649,Social,North America,135439,6294,1117.79,225,21395.4
2024-10-29,ADV051,CMP7286,Social,North America,127303,6212,1050.65,235,32198.92
2024-10-31,ADV051,CMP5569,Social,North America,128853,6080,1063.44,212,14009.14
2024-11-02,ADV051,CMP6249,Social,North America,211324,9399,1744.08,236,7048.8
2024-11-03,ADV051,CMP8585,Social,North America,196409,11646,1620.98,371,48342.84
2024-11-04,ADV051,CMP1951,Social,North America,201534,10020,1663.28,356,23650.66
2024-11-05,ADV051,CMP5510,Social,North America,206205,8183,1701.83,247,18961.95
2024-11-07,ADV051,CMP7285,Social,North America,203171,11322,1676.8,377,43455.27
2024-11-08,ADV051,CMP6310,Social,North America,125024,7704,1031.84,233,41452.16
2024-11-11,ADV051,CMP1599,Social,North America,126680,6419,1045.51,203,27774.25
2024-11-12,ADV051,CMP3145,Social,North America,207196,8109,1710.01,253,29182.87
2024-11-16,ADV051,CMP5381,Social,North America,207265,9820,1710.58,283,47117.43
2024-11-17,ADV051,CMP7898,Social,North America,180864,7640,1492.69,256,20088.94
2024-11-18,ADV051,CMP5047,Social,North America,171699,6951,1417.05,236,10702.11
2024-11-20,ADV051,CMP5877,Social,North America,195504,11470,1613.52,386,66676.42
2024-11-21,ADV051,CMP3191,Social,North America,239891,12894,1979.85,353,50390.55
2024-11-22,ADV051,CMP3040,Social,North America,144700,5528,1194.22,196,5734.55
2024-11-25,ADV051,CMP2779,Social,North America,177966,7754,1468.77,252,21657.66
2024-11-26,ADV051,CMP5805,Social,North America,127229,6118,1050.03,211,24504.88
2024-11-27,ADV051,CMP5769,Social,North America,180937,6377,1493.3,190,30377.13
2024-11-28,ADV051,CMP5261,Social,North America,161443,7921,1332.4,261,34897.68
2024-11-29,ADV051,CMP9086,Social,North America,231122,10501,1907.48,387,13048.16
2024-11-30,ADV051,CMP3805,Social,North America,154192,7216,1272.57,210,22887.29
2024-12-02,ADV051,CMP1730,Social,North America,248302,12992,2049.26,443,38236.62
2024-12-03,ADV051,CMP4665,Social,North America,179544,9636,1481.79,321,7572.77
2024-12-06,ADV051,CMP5546,Social,North America,199599,9305,1647.31,310,55201.93
2024-12-07,ADV051,CMP4163,Social,North America,211040,11271,-1741.74,371,50894.08
2024-12-08,ADV051,CMP9018,Social,North America,177331,9541,1463.54,342,16558.17
2024-12-09,ADV051,CMP8607,Social,North America,246405,13853,2033.61,464,33564.59
2024-12-10,ADV051,CMP7788,Social,North America,183579,10271,1515.09,305,43018.52
2024-12-11,ADV051,CMP4536,Social,North America,205516,8021,1696.15,274,11566.13
2024-12-12,ADV051,CMP3411,Social,North America,270029,13726,2228.57,462,27317.98
2024-12-13,ADV051,CMP2316,Social,North America,176636,9134,1457.8,373,45719.22
2024-12-18,ADV051,CMP5158,Social,North America,181205,9517,1495.5,272,28487.21
2024-12-19,ADV051,CMP5201,Social,North America,214371,12515,1769.23,422,33880.28
2024-12-20,ADV051,CMP2433,Social,North America,214528,13027,1770.52,388,37506.6
2024-12-22,ADV051,CMP5539,Social,North America,164163,8733,1354.86,314,13815.84
2024-12-26,ADV051,CMP8476,Social,North America,206380,10336,1703.28,313,11292.04
2024-12-28,ADV051,CMP5430,Social,North America,198084,10299,1634.81,474,22809.4
2024-12-29,ADV051,CMP7323,Social,North America,144681,8417,1194.07,359,52345.52
2024-12-31,ADV051,CMP3503,Social,North America,213277,10168,1760.19,361,42652.35
2024-01-01,ADV052,CMP3380,Video,APAC,64432,653,902.38,26,535.75
2024-01-02,ADV052,CMP5593,Video,APAC,48529,348,679.65,13,947.04
2024-01-03,ADV052,CMP4427,Video,APAC,44413,483,622.01,21,2853.95
2024-01-05,ADV052,CMP4080,Video,APAC,56765,485,795.01,27,3921.23
2024-01-06,ADV052,CMP4032,Video,APAC,56409,597,790.02,36,978.68
2024-01-07,ADV052,CMP7694,Video,APAC,65983,715,924.1,36,4472.88
2024-01-08,ADV052,CMP3804,Video,APAC,67184,737,940.92,44,1022.64
2024-01-09,ADV052,CMP1565,Video,APAC,52241,531,731.64,24,1705.47
2024-01-11,ADV052,CMP9339,Video,APAC,46000,518,644.24,26,1136.56
2024-01-15,ADV052,CMP6259,Video,APAC,54169,545,758.64,34,3902.74
2024-01-16,ADV052,CMP2761,Video,APAC,38954,406,545.56,17,854.84
2024-01-17,ADV052,CMP6133,Video,APAC,48396,632,677.79,32,5476.13
2024-01-18,ADV052,CMP9400,Video,APAC,53741,496,752.65,22,2553.02
2024-01-22,ADV052,CMP1139,Video,APAC,30052,311,420.88,14,1232.16
2024-01-23,ADV052,CMP7846,Video,APAC,44059,383,617.06,23,2140.03
2024-01-24,ADV052,CMP8774,Video,APAC,53030,479,742.7,29,1253.42
2024-01-25,ADV052,CMP7675,Video,APAC,57904,652,810.95,33,971.35
2024-01-26,ADV052,CMP1823,Video,APAC,53865,653,754.39,35,4687.4
2024-01-28,ADV052,CMP9294,Video,APAC,49703,591,696.09,26,2484.14
2024-01-29,ADV052,CMP2843,Video,APAC,43497,496,609.18,27,4268.71
2024-01-30,ADV052,CMP9674,Video,APAC,45840,544,642.0,30,5163.63
2024-01-31,ADV052,CMP5610,Video,APAC,67658,630,947.56,25,3387.88
2024-02-01,ADV052,CMP3961,Video,APAC,48890,499,684.71,28,2343.23
2024-02-02,ADV052,CMP9181,Video,APAC,46564,0,652.13,25,3266.39
2024-02-03,ADV052,CMP9886,Video,APAC,55466,577,776.81,31,677.86
2024-02-04,ADV052,CMP6558,Video,APAC,51303,506,718.51,32,5660.59
2024-02-05,ADV052,CMP6005,Video,APAC,60807,607,851.61,29,1278.24
2024-02-06,ADV052,CMP1403,Video,APAC,43941,394,615.4,16,2181.15
2024-02-07,ADV052,CMP8865,Video,APAC,76064,858,1065.28,42,4490.06
2024-02-09,ADV052,CMP6840,Video,APAC,41418,472,580.07,21,2318.13
2024-02-11,ADV052,CMP6886,Video,APAC,47472,459,664.86,14,2416.48
2024-02-12,ADV052,CMP4079,Video,APAC,53406,518,747.96,22,3654.65
2024-02-13,ADV052,CMP8413,Video,APAC,70219,762,983.43,35,4975.23
2024-02-14,ADV052,CMP1050,Video,APAC,55834,668,781.97,39,4064.31
2024-02-15,ADV052,CMP3953,Video,APAC,45344,498,635.05,20,2197.83
2024-02-19,ADV052,CMP5364,Video,APAC,57372,598,803.51,28,3785.67
2024-02-20,ADV052,CMP5912,Video,APAC,66935,786,937.43,49,1431.82
2024-02-21,ADV052,CMP8419,Video,APAC,58614,542,820.89,27,2725.12
2024-02-22,ADV052,CMP7215,Video,APAC,54208,559,759.19,31,4386.91
2024-02-23,ADV052,CMP2383,Video,APAC,38905,477,544.88,27,3737.48
2024-02-24,ADV052,CMP3556,Video,APAC,54504,651,763.33,27,1269.99
2024-02-25,ADV052,CMP8460,Video,APAC,50263,432,703.94,19,1788.05
2024-02-27,ADV052,CMP5673,Video,APAC,54570,549,764.25,28,5014.34
2024-02-28,ADV052,CMP1580,Video,APAC,58497,515,819.26,28,2160.48
2024-03-01,ADV052,CMP9388,Video,APAC,59012,647,826.47,30,5013.02
2024-03-03,ADV052,CMP7297,Video,APAC,58641,657,821.28,30,977.93
2024-03-05,ADV052,CMP2767,Video,APAC,53669,555,751.64,23,3927.16
2024-03-10,ADV052,CMP1448,Video,APAC,76065,679,1065.3,38,2763.55
2024-03-11,ADV052,CMP4200,Video,APAC,67709,696,948.27,38,1891.98
2024-03-14,ADV052,CMP1229,Video,APAC,49855,471,698.23,30,608.53
2024-03-15,ADV052,CMP2217,Video,APAC,64183,604,898.89,29,1175.31
2024-03-16,ADV052,CMP2778,Video,APAC,55477,593,776.97,27,1285.84
2024-03-18,ADV052,CMP9228,Video,APAC,67970,827,951.93,37,3610.62
2024-03-19,ADV052,CMP5659,Video,APAC,55890,553,782.75,24,3570.67
2024-03-21,ADV052,CMP1579,Video,APAC,45616,578,638.86,27,1000.2
2024-03-23,ADV052,CMP3314,Video,APAC,67176,662,940.81,28,1049.18
2024-03-26,ADV052,CMP2037,Video,APAC,71076,632,995.42,40,4191.05
2024-03-27,ADV052,CMP7221,Video,APAC,59792,541,837.4,28,1044.8
2024-03-30,ADV052,CMP8689,Video,APAC,52553,562,736.01,30,4736.87
2024-03-31,ADV052,CMP1140,Video,APAC,82938,651,1161.55,33,951.51
2024-04-03,ADV052,CMP2249,Video,APAC,46250,514,647.73,27,3374.72
2024-04-06,ADV052,CMP8286,Video,APAC,57720,670,808.37,32,963.66
2024-04-08,ADV052,CMP4868,Video,APAC,61889,614,866.77,29,1292.17
2024-04-09,ADV052,CMP1565,Video,APAC,59393,541,831.8,30,4721.22
2024-04-10,ADV052,CMP6227,Video,APAC,80733,652,1130.68,35,5942.88
2024-04-12,ADV052,CMP2385,Video,APAC,81687,980,1144.04,53,5648.74
2024-04-13,ADV052,CMP3397,Video,APAC,71682,819,1003.91,43,3652.48
2024-04-14,ADV052,CMP6041,Video,APAC,74764,767,1047.07,34,5594.29
2024-04-16,ADV052,CMP4497,Video,APAC,67228,722,941.53,33,4117.73
2024-04-18,ADV052,CMP5669,Video,APAC,75863,834,1062.46,46,2953.16
2024-04-21,ADV052,CMP4741,Video,APAC,71953,777,1007.71,44,2296.6
2024-04-23,ADV052,CMP4854,Video,APAC,51984,467,728.05,22,2955.97
2024-04-24,ADV052,CMP9027,Video,APAC,80102,788,-1121.83,37,4463.81
2024-04-25,ADV052,CMP3546,Video,APAC,91811,1043,1285.83,56,9300.14
2024-04-27,ADV052,CMP3470,Video,APAC,64221,652,899.42,41,2696.09
2024-04-29,ADV052,CMP3492,Video,APAC,72702,817,1018.2,45,3660.83
2024-04-30,ADV052,CMP4727,Video,APAC,67002,701,938.38,33,5560.41
2024-05-01,ADV052,CMP8230,Video,APAC,74508,738,1043.5,34,4268.8
2024-05-03,ADV052,CMP3394,Video,APAC,68199,627,955.13,36,3812.61
2024-05-12,ADV052,CMP1298,Video,APAC,67124,614,940.07,37,5769.48
2024-05-13,ADV052,CMP2602,Video,APAC,64464,671,902.83,28,1324.95
2024-05-16,ADV052,CMP3249,Video,APAC,60807,563,851.6,33,3785.51
2024-05-18,ADV052,CMP9223,Video,APAC,72804,743,1019.62,33,1528.42
2024-05-19,ADV052,CMP8993,Video,APAC,63736,665,892.63,28,2332.01
2024-05-20,ADV052,CMP6076,Video,APAC,75143,888,1052.38,51,7183.42
2024-05-24,ADV052,CMP6821,Video,APAC,73804,801,1033.64,48,1204.16
2024-05-25,ADV052,CMP2796,Video,APAC,75059,762,1051.21,40,7187.99
2024-05-26,ADV052,CMP4537,Video,APAC,56885,544,796.68,27,2473.62
2024-06-01,ADV052,CMP1514,Video,APAC,64161,581,898.58,26,1904.38
2024-06-03,ADV052,CMP3651,Video,APAC,50653,495,709.4,23,2978.11
2024-06-06,ADV052,CMP5214,Video,APAC,71674,657,4854.36,32,1444.73
2024-06-07,ADV052,CMP8537,Video,APAC,83866,982,1174.55,43,2273.16
2024-06-10,ADV052,CMP8320,Video,APAC,69385,876,971.74,43,3866.38
2024-06-12,ADV052,CMP4214,Video,APAC,81715,833,1144.42,44,6634.69
2024-06-13,ADV052,CMP8648,Video,APAC,74570,848,1044.37,48,5041.47
2024-06-14,ADV052,CMP6961,Video,APAC,71999,718,1008.35,43,5412.5
2024-06-16,ADV052,CMP5703,Video,APAC,57206,631,801.17,39,2696.67
2024-06-18,ADV052,CMP5760,Video,APAC,89486,1034,1253.26,54,1324.01
2024-06-19,ADV052,CMP9417,Video,APAC,71932,741,1007.42,41,6292.15
2024-06-20,ADV052,CMP7204,Video,APAC,85510,795,1197.57,43,3859.99
2024-06-21,ADV052,CMP4242,Video,APAC,89176,995,1248.92,47,3527.12
2024-06-23,ADV052,CMP9513,Video,APAC,106572,967,1492.55,58,10430.69
2024-06-25,ADV052,CMP9085,Video,APAC,58852,719,824.24,34,1798.09
2024-06-26,ADV052,CMP5889,Video,APAC,92839,894,1300.22,46,2294.88
2024-06-27,ADV052,CMP4482,Video,APAC,75889,657,1062.84,34,3621.7
2024-06-29,ADV052,CMP7901,Video,APAC,80932,804,1133.46,46,7442.11
2024-06-30,ADV052,CMP9803,Video,APAC,87549,768,1226.13,40,1950.28
2024-07-01,ADV052,CMP3974,Video,APAC,81039,853,1134.96,42,3289.02
2024-07-03,ADV052,CMP7994,Video,APAC,70403,529,-986.0,27,1997.15
2024-07-04,ADV052,CMP4491,Video,APAC,77619,901,1087.06,57,2306.09
2024-07-05,ADV052,CMP5934,Video,APAC,97223,867,1361.62,36,5866.83
2024-07-06,ADV052,CMP8227,Video,APAC,67759,774,948.97,45,7036.08
2024-07-08,ADV052,CMP2267,Video,APAC,57069,627,799.25,29,4235.53
2024-07-09,ADV052,CMP9604,Video,APAC,73268,718,1026.13,38,4845.88
2024-07-11,ADV052,CMP9685,Video,APAC,88937,1030,1245.56,47,7618.46
2024-07-15,ADV052,CMP7632,Video,APAC,100998,1127,1414.48,58,8033.34
2024-07-17,ADV052,CMP4091,Video,APAC,53816,612,753.71,37,3903.18
2024-07-18,ADV052,CMP8876,Video,APAC,66279,768,928.25,39,787.15
2024-07-19,ADV052,CMP9641,Video,APAC,73148,731,1024.45,40,6590.19
2024-07-21,ADV052,CMP6799,Video,APAC,81427,884,1140.4,46,1290.06
2024-07-22,ADV052,CMP4044,Video,APAC,88971,953,1246.05,53,7636.26
2024-07-23,ADV052,CMP5217,Video,APAC,92215,1097,1291.48,59,2693.3
2024-07-24,ADV052,CMP9678,Video,APAC,75156,703,1052.57,41,2352.28
2024-07-25,ADV052,CMP7871,Video,APAC,93924,1077,1315.41,47,2981.37
2024-07-28,ADV052,CMP9924,Video,APAC,73454,781,1028.73,40,4026.95
2024-07-29,ADV052,CMP8253,Video,APAC,87531,904,1225.88,46,1222.74
2024-08-01,ADV052,CMP8264,Video,APAC,71317,781,998.81,38,5579.58
2024-08-02,ADV052,CMP1862,Video,APAC,80527,955,1127.79,57,2168.11
2024-08-03,ADV052,CMP6939,Video,APAC,76211,890,1067.35,49,5024.04
2024-08-05,ADV052,CMP8576,Video,APAC,74447,786,1042.64,41,7051.8
2024-08-06,ADV052,CMP2598,Video,APAC,79236,878,1109.7,42,6100.27
2024-08-07,ADV052,CMP1339,Video,APAC,103442,1272,1448.71,40,6680.13
2024-08-09,ADV052,CMP3642,Video,APAC,62560,626,876.16,31,1965.65
2024-08-11,ADV052,CMP3252,Video,APAC,69721,710,976.44,30,676.85
2024-08-12,ADV052,CMP9535,Video,APAC,82739,774,1158.77,43,7393.23
2024-08-18,ADV052,CMP5949,Video,APAC,75985,716,1064.17,39,2021.63
2024-08-19,ADV052,CMP5742,Video,APAC,72455,857,1014.73,35,735.53
2024-08-22,ADV052,CMP3635,Video,APAC,59630,779,835.13,40,5597.88
2024-08-23,ADV052,CMP3272,Video,APAC,74769,810,1047.14,41,3462.31
2024-08-24,ADV052,CMP5924,Video,APAC,62485,802,875.11,34,3154.59
2024-08-25,ADV052,CMP2814,Video,APAC,74699,683,3497.21,29,4373.08
2024-08-26,ADV052,CMP5950,Video,APAC,69396,598,971.89,32,3932.36
2024-08-27,ADV052,CMP7925,Video,APAC,62653,673,877.46,35,4610.33
2024-08-28,ADV052,CMP8940,Video,APAC,57212,648,801.26,35,6251.09
2024-08-29,ADV052,CMP4227,Video,APAC,49079,509,687.35,31,4437.75
2024-08-30,ADV052,CMP9483,Video,APAC,52655,554,737.43,28,3819.89
2024-08-31,ADV052,CMP2678,Video,APAC,56964,675,797.79,35,1054.51
2024-09-02,ADV052,CMP9302,Video,APAC,71988,889,1008.2,40,7183.7
2024-09-03,ADV052,CMP3138,Video,APAC,64065,578,897.23,26,1231.5
2024-09-05,ADV052,CMP1123,Video,APAC,52041,546,728.84,26,4185.97
2024-09-08,ADV052,CMP6220,Video,APAC,82395,990,1153.95,38,6069.28
2024-09-10,ADV052,CMP4908,Video,APAC,67950,719,4011.8,41,3270.74
2024-09-11,ADV052,CMP5657,Video,APAC,64419,745,902.2,39,6777.84
2024-09-12,ADV052,CMP5831,Video,APAC,43686,497,611.83,21,2718.24
2024-09-13,ADV052,CMP6839,Video,APAC,81585,1000,1142.6,49,4291.39
2024-09-16,ADV052,CMP4668,Video,APAC,86573,856,1212.47,51,5715.2
2024-09-19,ADV052,CMP4488,Video,APAC,86421,856,1210.33,41,6099.15
2024-09-20,ADV052,CMP5278,Video,APAC,62920,677,881.2,40,2167.59
2024-09-21,ADV052,CMP7759,Video,APAC,81451,844,1140.73,49,5447.04
